english,description,translation,status,translator_note,placeholders,entry_id,row_id,kind,previous_translation,source_locations,source_revision
Black Knight,Chess piece and color.,Black Knight,translated,,,tx1_kayo7oxalxhfp5du6fquykm2va,row1_cvp5fdhhlmkgiw5geqcxgtnl7e,message,,src/chess_labels.rs:15:38,rev1_757978410bb603b166d28735006f18f1ce18cddf1213d6738ae4811c7023f241
Black Bishop,Chess piece and color.,Black Bishop,translated,,,tx1_duuoa4xfl3eb7xqba3iowhduuu,row1_bmkvkpo63xnzl65wboqyjcdeuq,message,,src/chess_labels.rs:16:38,rev1_6090bf60f04bdfc1eb07b4deb6c604a9e3f228cbc09055ceb85452fbbfb07b79
Black Rook,Chess piece and color.,Black Rook,translated,,,tx1_ed6avl37ru7sq4nrci4rlr2a5m,row1_fzywr4e3cvdimncitg2mlmjhhi,message,,src/chess_labels.rs:17:36,rev1_c68ae77b15f34f328f54d116580e2e7f3c5398ae0d0ff9117094724ad12e1422
Black Queen,Chess piece and color.,Black Queen,translated,,,tx1_hom2jogs3j7lrew6x4ckurm7pu,row1_eymyws6f4b6jilbvyhwkevgbzu,message,,src/chess_labels.rs:18:37,rev1_a8eadccd699c1f24e60b958ff4a8c7fbe42876623d01b09edf0f58f2dafffeaf
Black King,Chess piece and color.,Black King,translated,,,tx1_rjfwxe3j27ajwsqmth4jfmlrge,row1_gf2tcvjehl2nshfyrd5hdrng2i,message,,src/chess_labels.rs:19:36,rev1_a47faf237af6daad77516c31d6af036a662c38072d2cb935c4ef1bf54a8f3155
Queen,Promotion piece choice.,Queen,translated,,,tx1_3nle7qbnc77q6cv3uxrjezxo24,row1_mriss4t4knk26rpgaq7nchulzy,message,,src/chess_labels.rs:25:21,rev1_908723cd0f02c43d4c4298b9ae35d46d14f8c93542e4e7843822234690057a8f
Rook,Promotion piece choice.,Rook,translated,,,tx1_ixuc4qflwxjfqtrmgt7r4joli4,row1_exhfcbb5xaamefzfrkvqwav6yq,message,,src/chess_labels.rs:26:20,rev1_abb17655d9d81947a30afd2c986be176a9366f7a3e45cc7cee6e2d2dc8edaa25
Bishop,Promotion piece choice.,Bishop,translated,,,tx1_vf66qnerelqqnsdryxt3gwzjky,row1_hdhvoddjacvvjcgofluksoayu4,message,,src/chess_labels.rs:27:22,rev1_d69e390af53ad32edf77e54565f19f116f258a288c4f011e30c59ecf502b5592
Knight,Promotion piece choice.,Knight,translated,,,tx1_tt4xqokve5arabrvjhl3z4awii,row1_blbw7sqv5vsioyfl3qrw4dzrca,message,,src/chess_labels.rs:28:22,rev1_fcf58fbf19c1403d9ca1c7601bd3e7ec89fbfaaddee440592298e9d11cbc47e5
PLAY,Main menu play action.,PLAY,translated,,,tx1_4yffqt7itrvcwzvfswdg5cjlja,row1_jl6vhs7hrjghnr5vxvk7v22dxu,message,,src/menu/action_button.rs:60:21,rev1_fd32b59235680e59c2c51f471695e4cd560e81d038dbd82bea75c9d126d717f8
SETTINGS,Main menu settings action.,SETTINGS,translated,,,tx1_s4dmrkp4agavgvp5pt5o4wvcru,row1_imkaiymospxm6s7nec3nqw2tyq,message,,src/menu/action_button.rs:61:25; src/menu/screen_header.rs:93:25,rev1_644968a91bf74abcf624b9686b0fcd469ae023cbff57a7c8eb53b4e1b8bd0834
ABOUT,Main menu about action.,ABOUT,translated,,,tx1_dgwjjm2yjxq2gkty27leuy2jzm,row1_vvsqrja4dr7ihh76bsfpyrwjdu,message,,src/menu/action_button.rs:62:22,rev1_465b1b2622220a3598550f3328f751db965f20fc4d8c6d5ba2dd5cccb333bca1
QUIT,Main menu quit action.,QUIT,translated,,,tx1_gztphpv63bg7npouhd53v5mpiy,row1_6lh53dw2wqjmgvuclmvdqltw4u,message,,src/menu/action_button.rs:63:21,rev1_61b8850a1e27c872150a1bb869e3e5a82c9647f932369f91fba1781c37deba84
RETURN,Return navigation action.,RETURN,translated,,,tx1_5jbb3el5fba77qqepx7mks5aaq,row1_qifrrpnr7kexe7agecjyqtopp4,message,,src/menu/action_button.rs:64:23; src/menu/return_button.rs:55:56,rev1_ebe6e733aa9895f98b5201b6a0d06889c1034b446a2f0b79cdaf4461064d0a4f
OK,Arcade modal confirmation label.,OK,translated,,,tx1_5sqxbva47n6am73a3cgeu5q4ym,row1_pdgg54s677h25atoh2sbhx44lm,message,,src/menu/arcade_modal.rs:41:23,rev1_a5df07b864d366e2004e0f71a3cf0d1ab07be417e828b2beae579e48377f2f54
Dialog,Scrollable dialog content.,Dialog,translated,,,tx1_j7ivmajva7qex3heqohg52tmbi,row1_ihdoqr6bqdt4tq2ueuz4u5brim,message,,src/menu/arcade_modal.rs:278:32,rev1_d41ba2403edabf3766b9987ef8f8423bfdbfacda3c1f8553429f6578b4b9b96c
Erase Saved Data,Saved-data action row label.,Erase Saved Data,translated,,,tx1_jzmyhrxelxgma4l5x5fnflyyua,row1_oikcqpxjxu6uf7zoon4lusranu,message,,src/menu/erase_control.rs:36:49,rev1_e27b396b46704959f36c0342a616aa1365e160f3dd577e7aa17f222de5e54593
ERASE,Chess interface label.,ERASE,translated,,,tx1_dlqufy33xoe3akfwlg5ozbzsoe,row1_xxisrni6vn6tft64c3ku6tuzhe,message,,src/menu/erase_control.rs:62:31,rev1_84c3a51b4f50e3afcc264c487affc9a6bb91a171282e3afd32ea7124ae4038d0
Resolution,Graphics resolution setting label.,Resolution,translated,,,tx1_bianqqqp3rpk5g7f53e54h4cmq,row1_hak7kbb25evti72hyewdtntsum,message,,src/menu/graphics_settings.rs:43:53,rev1_4cc998b293a327481da827bc5ba4e716234b63df343228dd79c858edbfbf5114
Max Framerate,Graphics frame-rate setting label.,Max Framerate,translated,,,tx1_on4xgd5knitpost25qnn5unwka,row1_jb6bfemc5uycvpld5cukfkulfe,message,,src/menu/graphics_settings.rs:58:53,rev1_658e00bccb738487b31f25a53eebb3dd250c136f7e0f152377d13ffe870b7c41
Display Mode,Graphics display-mode setting label.,Display Mode,translated,,,tx1_svm2a5pwn3dbwdnwper56dwzmm,row1_lbcpwkyjekxh2vz7embr7aqiwe,message,,src/menu/graphics_settings.rs:72:53,rev1_3bec8c588f46e472cb8527d9ddb206bbeb9342d15087d1fffc95d906b9e27342
Screenshake,Graphics screenshake setting label.,Screenshake,translated,,,tx1_revil47cendyovjevmauucfcdm,row1_pzcn6yzzctrhd3i7ezjdqhql6a,message,,src/menu/graphics_settings.rs:86:53,rev1_ad45aedb26e75de632fdb486f8138a40749e8525d152ed85e6344523cfbca640
VSync,Graphics vertical-sync setting label.,VSync,translated,,,tx1_oxept7izt2pgl4nskbrut6tnwi,row1_mngojxf3jnv7iz2kaulhx4t4la,message,,src/menu/graphics_settings.rs:93:53,rev1_754086e1f23be02d83a3873adaf464e1b978a7acfa892996122b706f0c9b9b34
Current display,Current display resolution fallback.,Current display,translated,,,tx1_ippczke57pkky2tdjprbrqpcem,row1_2nr7zhcqk6gtlwgn5ic6ps43da,message,,src/menu/graphics_settings.rs:105:5,rev1_6df7c21633c41b743f8ac160dcaa8d9ef8fb760719367a4cd3a0a5c78fcd9ccf
{rate} FPS,Frame rate in frames per second.,{rate} FPS,translated,,rate,tx1_haivwczzx3jk5wlti7phudtezq,row1_h5pklaxzlqfkophk3r5ula6x2y,message,,src/menu/graphics_settings.rs:116:3,rev1_42387398102fa03aa4a85f719dee0fbc5b0f857344256ca05c0f9db511506e03
Borderless,Borderless display mode.,Borderless,translated,,,tx1_xdt34j4pv6hw2hgs2qsz7smvse,row1_oneg6sqxqhy3u4oqgsrkmizi7a,message,,src/menu/graphics_settings.rs:125:21,rev1_7511e5d38cb8dc29f003a9e6e4455671a8eb58cda90bd517d8374e8a4934cbcb
Fullscreen,Exclusive fullscreen display mode.,Fullscreen,translated,,,tx1_obhxrglnvos7shcgtzxd4iajvm,row1_3cp6mnefdztbfj6tih4fkz4gb4,message,,src/menu/graphics_settings.rs:126:21,rev1_1dcea31b01d28efd615c9c40451975966542ec26c0a809a9e3b5f267dbfd7194
Windowed,Windowed display mode.,Windowed,translated,,,tx1_izz6eseql34wvdsptrqk62cffq,row1_btfwczpctle5pu4k6wkkkxa3xm,message,,src/menu/graphics_settings.rs:127:19,rev1_2f095f1f41312f763c68e8838c10f8862dbd86600d0266c547b479e30cb5ce95
Left,Gameplay binding action.,Left,translated,,,tx1_tbwmyx3o7zer4xdl5eanluqg6q,row1_vqv32i244adzig6xkjbasao7fm,message,,src/menu/input_labels.rs:8:10,rev1_76e2b3a99d2f26fd95b3449c0cf8ee7cff5d36439da004fb6ea83c51d775fcc0
Right,Gameplay binding action.,Right,translated,,,tx1_33hcrzggt4wqbx72mos6fuu2ma,row1_pf3exzmws7owogkuboz5k5rqza,message,,src/menu/input_labels.rs:9:10,rev1_bc775ebf2a113219d126f4c7c9d83cc1d787b2dca9f82d3a87a12a12a362cdfb
Up,Gameplay binding action.,Up,translated,,,tx1_w5rkwuscxwdgzopcodpefyhgqy,row1_3aq3ahecgotpmsyjudciwj5cla,message,,src/menu/input_labels.rs:10:10,rev1_7e9dc41236879fec3db6c0bf13b19e6a6acd7d2cf9c33e95ab65a59edb27331d
Down,Gameplay binding action.,Down,translated,,,tx1_npvhg7w45zyn55nbi2recibcly,row1_5vxgsx3dnp6n5bwmt55getogna,message,,src/menu/input_labels.rs:11:10,rev1_359aa3f2c5d1bc36b0e45b66faac55d90119a588520828a770ce8b84d539846b
Move Piece,Gameplay binding action.,Move Piece,translated,,,tx1_nzbov3bf3dygi2q5x27vhg3tfu,row1_wwdmfh7mtbmpjlmgumiwtakhsm,message,,src/menu/input_labels.rs:12:10,rev1_063ad439eadb2e208f8a76209b07a1d6b4c87a5d4509edb0496e27ca0f8755f8
Pause,Gameplay binding action.,Pause,translated,,,tx1_y775v2nldmyltemmsma3tceiei,row1_e74dmize5gblsd2f2wbt5qbxpu,message,,src/menu/input_labels.rs:13:10,rev1_f071b877ec203471bbe2ddb58a7713bf5990c762ce567503eef03b6f267d1547
Restart,Gameplay binding action.,Restart,translated,,,tx1_uqrtmeqjg7svjxeqazrbogzdzi,row1_j33jtaaukcym4kkaelaywsyuoi,message,,src/menu/input_labels.rs:14:10,rev1_bd657b99ef58c35526ecf67c9c213dd0d4079229d1f40b4bd8214916a9230b46
D-pad left,Controller binding name.,D-pad left,translated,,,tx1_qzvx4tz4txinyxqh3kcrbl7pxu,row1_styikt6zm6c72c74dutmm7c5iq,message,,src/menu/input_labels.rs:21:10,rev1_1e2c0e435bbc637c72e8e25d3bf07f786abc9c5866136c500c2368ba841bb45d
D-pad right,Controller binding name.,D-pad right,translated,,,tx1_un22f7ax2lss2tqxtpfyr3uxri,row1_px3qr3226r33fjc74eps3ofe3m,message,,src/menu/input_labels.rs:22:10,rev1_00db9e303a00e4e0c1850dc3abb8453cc913a665ab8d25d492ce31f336d2ddef
D-pad up,Controller binding name.,D-pad up,translated,,,tx1_ptwth2azr5yae2cg4ifpd324xe,row1_tobe5vdom6vjweulna347th5bm,message,,src/menu/input_labels.rs:23:10,rev1_fc47e7479be40fb732407b7d427ed776226be0ec3624bb5727b8ee7e1a93cbbd
D-pad down,Controller binding name.,D-pad down,translated,,,tx1_k6o3r3lgn3ctjz47o6yrrjtkmy,row1_x4aiat46ofpyy5zmtpsdcl2gl4,message,,src/menu/input_labels.rs:24:10,rev1_6dca2457bdf872ddd4958c5969d7915663d9bda4dee099ec6d5897cd96e53896
menu,Controller binding name.,menu,translated,,,tx1_pjjo5jwwuomttku247xzldafga,row1_36scoxld2oi4w2e27ahkarkusm,message,,src/menu/input_labels.rs:26:10,rev1_c8da860e1f691dba2b0b127bd987d0797183017285a9ceaa9d970b0dfd668b5b
Esc,Keyboard key name.,Esc,translated,,,tx1_yrb2wdzwrxzfkg6htbt2cfeiqa,row1_hgur7oopc5a2x7syfcie2q4xem,message,,src/menu/input_labels.rs:34:28,rev1_0330f1197b4c4636a95eb227114dab166a65fa0055c21af45ebdba4a4d032f24
Space,Keyboard key name.,Space,translated,,,tx1_ehfsdoei2zbsk7pvp6ppp2yrzy,row1_jar6m6cnmqf2btuixxjn3o7tsa,message,,src/menu/input_labels.rs:35:27,rev1_a73e6b984ea91315573cfbedfe87bab98733f3ff3dce2a8687c7d29ae900a0df
Left arrow,Keyboard key name.,Left arrow,translated,,,tx1_tan5gz3p72fydkdsv7omlwh7km,row1_7g4a75olhaowygyc7x4diuwkle,message,,src/menu/input_labels.rs:36:31,rev1_3590da985233f7b6c938b59f4d33cbeb09ab57e486e7d168a559d12c2f4f8bde
Right arrow,Keyboard key name.,Right arrow,translated,,,tx1_jwnsax46cfnxubzfmuqyak5h24,row1_erxtj6aorviswqokttrwvsd5wa,message,,src/menu/input_labels.rs:37:32,rev1_a0f2e6cafa43bae649a7e22c8efe73bc5491214a6ef5d4d6c8c092efd7b7693a
Up arrow,Keyboard key name.,Up arrow,translated,,,tx1_xvzsqad55dsuovowxb2nkyamze,row1_l6dq3zhqtlbdjgnnvxyvdnhbe4,message,,src/menu/input_labels.rs:38:29,rev1_321c3b27da461a459ba2b4ec9e633299c6a4ae108e1e366702ab15a108873f09
Down arrow,Keyboard key name.,Down arrow,translated,,,tx1_tejgrlrf2hfyaqofrjjcliz5pm,row1_c2gje5cmxzeyuilc3z4okdeeoy,message,,src/menu/input_labels.rs:39:31,rev1_1210e834fb5f48b683d1957b61d82713a5d1248a1a323fce41f30e295fde7da0
Enter,Keyboard key name.,Enter,translated,,,tx1_4f4gwurnphyyoqrrvr5zn7oa5m,row1_zzdaso3qqhu6q6nwfiacrtgl24,message,,src/menu/input_labels.rs:40:27,rev1_cd1ef668fd0057b0bd84c4e71520763bbd88850c6b0d53e9420d4929e536abf2
Backspace,Keyboard key name.,Backspace,translated,,,tx1_plwyzkag3mykrjdttjh3y2wc44,row1_jozsgwlubi7x7tikbkct437lce,message,,src/menu/input_labels.rs:41:31,rev1_79592bd79f6e63664970dd28b956a4f213952fb87eac3479a8a5232b2a33f03e
Tab,Keyboard key name.,Tab,translated,,,tx1_nxhesr6sxvmhp3li7usuirjjg4,row1_ytxlortxjw7oliqof5iefey2wa,message,,src/menu/input_labels.rs:42:25,rev1_342758e0ce3b9f416858c41efb91e6045b388d10a42986a4989ebbb92e6e4ad9
Delete,Keyboard key name.,Delete,translated,,,tx1_bwhsmh6adrmnxpghgthky3bi6u,row1_6k246cn5xo26eeizf2azjj3emy,message,,src/menu/input_labels.rs:43:28,rev1_c5a6a9b96ed789422b9d92962ae0cd0c509056803a0b0f7dc789e3272fda3d1f
Insert,Keyboard key name.,Insert,translated,,,tx1_uforv7nqeveiplnmodlomce5ru,row1_xd727ahmpcwefo2yiqz7grqsd4,message,,src/menu/input_labels.rs:44:28,rev1_9e13507b8a1e3da42c000f252109ea380259ee7caf8f59ad7b86c08270cccf06
Home,Keyboard key name.,Home,translated,,,tx1_khnbxivtdreoh3e5raooh4zxby,row1_eukeqqdsqaoc7ujmexw43e3gxu,message,,src/menu/input_labels.rs:45:26,rev1_e71b81a3c2a73e3a6e6aefef2ab46cc986c6e1cabe85f9daf43737bd6f014df3
End,Keyboard key name.,End,translated,,,tx1_jgwogjuljhkgnca3z45h3h33bm,row1_xendf3vbo6dxzy4wkfxs6ijily,message,,src/menu/input_labels.rs:46:25,rev1_a8f47aba53ef1b68a59c43e5fd1dac5b9587988882ac22251eb91af1d19c570a
Page up,Keyboard key name.,Page up,translated,,,tx1_3getbg7c5z45mzeozxt2oosyti,row1_izjhwkkxuq7r4l66tzwbdesn3q,message,,src/menu/input_labels.rs:47:28,rev1_7e8e6aaa0a7c1cca63ab78e105eea1d623a538c74a12b3583b3cef267877f31b
Page down,Keyboard key name.,Page down,translated,,,tx1_grrjobu6yfjwedscggtmqsp3cm,row1_xxrr2sk3l2dje5n2wacdscdcom,message,,src/menu/input_labels.rs:48:30,rev1_81f4f61d0d57c91d8ec7202561e876790c154f134561c9b3bc22f2a1569a81a6
Caps Lock,Keyboard key name.,Caps Lock,translated,,,tx1_gxkhonl6zsodgdwmcjdemcgz54,row1_2ilfo7vf6n6db6pofrsfihczpm,message,,src/menu/input_labels.rs:60:30,rev1_5958cca93946d6a93280ed1e38ca99be74897e04ed88ec01075b470f531911ce
Context menu,Keyboard key name.,Context menu,translated,,,tx1_3rqxektepr2pt2wvm7o37pzpwm,row1_kifne4rj6fev7fnmoxrufo3vai,message,,src/menu/input_labels.rs:61:33,rev1_5928dc761cdbd1de125b041adb436183fca026a245ee836957461bacaff25c2d
Print Screen,Keyboard key name.,Print Screen,translated,,,tx1_rm7ui5wsapnjgjk6homzdxyzxy,row1_qiigxtwbhryi2pm526sy4ujidy,message,,src/menu/input_labels.rs:62:33,rev1_d5c9adeb673f735461fadfc0f508c7fc66fc09f12d0ae4f1f056cbc22028f7ad
Scroll Lock,Keyboard key name.,Scroll Lock,translated,,,tx1_bgzf3t56ybyaz4yc4tkvtrzamq,row1_64m47ijg7rugjtpmzhovj6p5my,message,,src/menu/input_labels.rs:63:32,rev1_d4f131faf99082472912853db254c691b0772bff5591ec939c7d802576444291
Pause key,Keyboard key name.,Pause key,translated,,,tx1_lf7agvkq2bkhdnjnrnj4xoueyy,row1_w56pxna7xzbvwq4ggrbxtjkmyu,message,,src/menu/input_labels.rs:64:27,rev1_a3727fc85552f7a3c88e70451da898a9719f050089806c10155238eed23e04aa
Num Lock,Keyboard key name.,Num Lock,translated,,,tx1_qldjd5vh7xokjdcvy5a7ngrasy,row1_4ip3pzhyx6pyob4efxpmoexxku,message,,src/menu/input_labels.rs:65:29,rev1_7c198a0889531d7b929edc2653e9fc5ceb11c89cb7d09328dac368bcd6b7cd0e
Numpad decimal,Keyboard key name.,Numpad decimal,translated,,,tx1_brmzx7it4b5lgilbddzpsye4le,row1_7b7wjzv3mfpxjyp5wi3nhsmpz4,message,,src/menu/input_labels.rs:66:35,rev1_46506ee883dc41c5b7c493f341f4a401eda4e4c13d0eb5f904c3fae8204ea679
Numpad +,Keyboard key name.,Numpad +,translated,,,tx1_dkzwu55tcrmm7cughdeeswvzti,row1_wtpjwkh72limjzimhzsdv6kdku,message,,src/menu/input_labels.rs:67:31,rev1_58694f6c9024e65d3c2618d9c3384d3308b21c85bd5a7e38b59525b14144b816
Numpad −,Keyboard key name.,Numpad −,translated,,,tx1_cwshmgduhpl7o2rf2hkkltjr3q,row1_7cpn5k64lhprn7fyyke5ieupwi,message,,src/menu/input_labels.rs:68:36,rev1_d817ba6df53ef7a60c9542b4fb47add4ce85649aabbff860e6686fb5230e1e41
Numpad ×,Keyboard key name.,Numpad ×,translated,,,tx1_ap7a6gvnqnbe7vgo2oov75aeq4,row1_3insvzd4ackvidiphwk35id3du,message,,src/menu/input_labels.rs:69:36,rev1_11c58862c706e8503344145e36fbd3a3491e139d3518ef64196a39cdc976b66e
Numpad ÷,Keyboard key name.,Numpad ÷,translated,,,tx1_ithwkmsha4u4yxedtepsu4ezc4,row1_2tuyf6ijs4n42strwnn26rkd7y,message,,src/menu/input_labels.rs:70:34,rev1_8961ed3b53c495c67105e3b16699340ada1e4b0f174895d09de21367cdc9a898
Numpad Enter,Keyboard key name.,Numpad Enter,translated,,,tx1_sm3yuv4g5kzxmgjbe7amciuemi,row1_ls5frx77oefgciimz5ie6vkaba,message,,src/menu/input_labels.rs:71:33,rev1_8a05ac64de581a1edd8a81159cc5add9400cc66a6236b0d7516e85cf03dcff4c
Numpad 0,Keyboard key name.,Numpad 0,translated,,,tx1_htdkcdaxi3x6ma6ebyy2apok7q,row1_jrfrfvh74rgvxrbafqygctemtq,message,,src/menu/input_labels.rs:72:29,rev1_f51014c97449c4147c3240e47fae9c7b76f82fbdb181d3aa608fc0f8d9fb4a05
Numpad 1,Keyboard key name.,Numpad 1,translated,,,tx1_q2f2m7ekdt67wszbm5jhhwdg5e,row1_qr6xrck3ri7fmju4yvw37h3zpe,message,,src/menu/input_labels.rs:73:29,rev1_eeadb8bf189eff90ef026a5238bf66f4d7180881876fb3b830547a45b13cd26d
Numpad 2,Keyboard key name.,Numpad 2,translated,,,tx1_cdsjnxruyqocsirntjff4lmshe,row1_gkgzblp7vtreo7c3xtojmdh5ym,message,,src/menu/input_labels.rs:74:29,rev1_77de168ebe6fa65c1c826b67ee058989922076d935e00d8e2edade86950cd51b
Numpad 3,Keyboard key name.,Numpad 3,translated,,,tx1_qkszhyz3ocpcvhrn6rslxlxnpm,row1_hcu2oajeexkqiemxpbiyj52yla,message,,src/menu/input_labels.rs:75:29,rev1_5b6a9b6e1289b3072d12f27a3a31f472adad0d401249ecb18e9a958cc69461b1
Numpad 4,Keyboard key name.,Numpad 4,translated,,,tx1_ivfpepccboi3wwtygur423viha,row1_avdmjpn7wocu25hxfqzjz43iuy,message,,src/menu/input_labels.rs:76:29,rev1_0e77fc5efff243ef2c94243ba69a093a71b5973c788f041183cee86d29299b74
Numpad 5,Keyboard key name.,Numpad 5,translated,,,tx1_qsrwjj4jw5udo5ueiwsr54l3ga,row1_5lqmlesrrbf6tpyurf4g5ytvga,message,,src/menu/input_labels.rs:77:29,rev1_8e91084a1fb2503207998f35d41653aa6018e4ed002ee199ef5de8371a05e15e
Numpad 6,Keyboard key name.,Numpad 6,translated,,,tx1_wotoo3wwujm3c5cswcayy6wtmi,row1_huwel5ypjcvsa2rv774bj3ccei,message,,src/menu/input_labels.rs:78:29,rev1_50b582edaa12cd4f5616f6faf88f8994e8eeee2f7071b6b25ffebd52755729f5
Numpad 7,Keyboard key name.,Numpad 7,translated,,,tx1_s3v3jhirb457muj72vv7bxwwnm,row1_omme5mbxtx76wiqc666wmcn4zi,message,,src/menu/input_labels.rs:79:29,rev1_a60531758b00c1c50dec203fd8564ad23f8d3d4d6effedc3de2380bfeea893d2
Numpad 8,Keyboard key name.,Numpad 8,translated,,,tx1_epqmhifk3uoyj4lbjysiszaoqe,row1_rr4sgbdo4fxwwl5bv5x2imlefe,message,,src/menu/input_labels.rs:80:29,rev1_a78516afbff513c1632b5017c5f641cbb92ef1a3766a284f07ff9ef23e9242c2
Numpad 9,Keyboard key name.,Numpad 9,translated,,,tx1_eql6abkc5rgjgi5smfvddifnqy,row1_j5uurt2kvvspsupauaohgh2dem,message,,src/menu/input_labels.rs:81:29,rev1_bb24e76408f86a5f4740bfb7671d2dfd362c66c89b1df4d233075a4c46a56e48
Input bindings,Input bindings table label.,Input bindings,translated,,,tx1_pvviuyp6aojdmxtddxbd7t4u5u,row1_hbub6ijt2d4wzahtsfueuezjke,message,,src/menu/input_settings.rs:73:25; src/menu/input_settings.rs:85:22,rev1_7b30386a853fb493fea25c35c208b7177bb39dc7fca74b8c95488aa06b5aeadf
Change Shortcut,Keyboard shortcut dialog title.,Change Shortcut,translated,,,tx1_r2x4cbzz4z52sysnzvfdn3x3wq,row1_2jfqdv462b6cryqrzxaxwnb56u,message,,src/menu/input_settings.rs:163:12,rev1_7a0a2c22937f6afddc65ade38aa4211f3ba2cba94ab600624d402bbcd2283a1f
Press a key for {action},Keyboard capture prompt.,Press a key for {action},translated,,action,tx1_guahze67qjdcwmn7zsvhcab6xe,row1_l4swomfsuqvzubaockn7q7iw7i,message,,src/menu/input_settings.rs:173:21,rev1_0a47de875a2eda3c8d44404ba066596ff4c7c1b13d1e821de82ec7947bc4cfde
Waiting for keyboard input,Keyboard shortcut capture status.,Waiting for keyboard input,translated,,,tx1_pyjldsr6eqok576azalagwz3mm,row1_sqpesehj3iyg65g4a26bqrp46e,message,,src/menu/input_settings.rs:225:84,rev1_78e763b9df56f953f20cb09b6781ff182a710d1142982c9b852353c9864ccb83
Reset,Reset keyboard shortcut action.,Reset,translated,,,tx1_357w3zgz3xacrgu6yinlpkfjku,row1_cuiujxo5g7ioeztvj4p5jujqby,message,,src/menu/input_settings.rs:255:20,rev1_794a5863fcb68ff52bdda72e8e319c356c56746833d98d459abc2d3cca3760b2
Cancel,Cancel the current dialog.,Cancel,translated,,,tx1_b6nmpnplxlgf5abzln7v22hz4u,row1_unhphnyuu2kuimkjgmlmq2qcoi,message,,src/menu/input_settings.rs:256:19; src/menu/settings_screen.rs:129:23,rev1_357d6193f09da35406f7ca1ac0392f5135de681f9f9db5ef9fc78d445077c612
Action,Input bindings table label.,Action,translated,,,tx1_f6aznwdkvuonhdid2q4azy5cje,row1_glug2wmtqtit2ksmofwqcrykqu,message,,src/menu/input_settings.rs:321:29,rev1_ff021aafe124e98319f64cb92bb62bd33e283ddd4c1033c204b3e34c755fc1db
