english,description,translation,status,translator_note,placeholders,entry_id,row_id,kind,previous_translation,source_locations,source_revision
Black Rook,Chess piece and color.,Tour noire,translated,,,tx1_ed6avl37ru7sq4nrci4rlr2a5m,row1_fzywr4e3cvdimncitg2mlmjhhi,message,,src/chess_labels.rs:17:36,rev1_c68ae77b15f34f328f54d116580e2e7f3c5398ae0d0ff9117094724ad12e1422
Black Queen,Chess piece and color.,Dame noire,translated,,,tx1_hom2jogs3j7lrew6x4ckurm7pu,row1_eymyws6f4b6jilbvyhwkevgbzu,message,,src/chess_labels.rs:18:37,rev1_a8eadccd699c1f24e60b958ff4a8c7fbe42876623d01b09edf0f58f2dafffeaf
Black King,Chess piece and color.,Roi noir,translated,,,tx1_rjfwxe3j27ajwsqmth4jfmlrge,row1_gf2tcvjehl2nshfyrd5hdrng2i,message,,src/chess_labels.rs:19:36,rev1_a47faf237af6daad77516c31d6af036a662c38072d2cb935c4ef1bf54a8f3155
Queen,Promotion piece choice.,Dame,translated,,,tx1_3nle7qbnc77q6cv3uxrjezxo24,row1_mriss4t4knk26rpgaq7nchulzy,message,,src/chess_labels.rs:25:21,rev1_908723cd0f02c43d4c4298b9ae35d46d14f8c93542e4e7843822234690057a8f
Rook,Promotion piece choice.,Tour,translated,,,tx1_ixuc4qflwxjfqtrmgt7r4joli4,row1_exhfcbb5xaamefzfrkvqwav6yq,message,,src/chess_labels.rs:26:20,rev1_abb17655d9d81947a30afd2c986be176a9366f7a3e45cc7cee6e2d2dc8edaa25
Bishop,Promotion piece choice.,Fou,translated,,,tx1_vf66qnerelqqnsdryxt3gwzjky,row1_hdhvoddjacvvjcgofluksoayu4,message,,src/chess_labels.rs:27:22,rev1_d69e390af53ad32edf77e54565f19f116f258a288c4f011e30c59ecf502b5592
Knight,Promotion piece choice.,Cavalier,translated,,,tx1_tt4xqokve5arabrvjhl3z4awii,row1_blbw7sqv5vsioyfl3qrw4dzrca,message,,src/chess_labels.rs:28:22,rev1_fcf58fbf19c1403d9ca1c7601bd3e7ec89fbfaaddee440592298e9d11cbc47e5
PLAY,Main menu play action.,JOUER,translated,,,tx1_4yffqt7itrvcwzvfswdg5cjlja,row1_jl6vhs7hrjghnr5vxvk7v22dxu,message,,src/menu/action_button.rs:60:21,rev1_fd32b59235680e59c2c51f471695e4cd560e81d038dbd82bea75c9d126d717f8
SETTINGS,Main menu settings action.,PARAMÈTRES,translated,,,tx1_s4dmrkp4agavgvp5pt5o4wvcru,row1_imkaiymospxm6s7nec3nqw2tyq,message,,src/menu/action_button.rs:61:25; src/menu/screen_header.rs:93:25,rev1_644968a91bf74abcf624b9686b0fcd469ae023cbff57a7c8eb53b4e1b8bd0834
ABOUT,Main menu about action.,À PROPOS,translated,,,tx1_dgwjjm2yjxq2gkty27leuy2jzm,row1_vvsqrja4dr7ihh76bsfpyrwjdu,message,,src/menu/action_button.rs:62:22,rev1_465b1b2622220a3598550f3328f751db965f20fc4d8c6d5ba2dd5cccb333bca1
QUIT,Main menu quit action.,QUITTER,translated,,,tx1_gztphpv63bg7npouhd53v5mpiy,row1_6lh53dw2wqjmgvuclmvdqltw4u,message,,src/menu/action_button.rs:63:21,rev1_61b8850a1e27c872150a1bb869e3e5a82c9647f932369f91fba1781c37deba84
RETURN,Return navigation action.,RETOUR,translated,,,tx1_5jbb3el5fba77qqepx7mks5aaq,row1_qifrrpnr7kexe7agecjyqtopp4,message,,src/menu/action_button.rs:64:23; src/menu/return_button.rs:55:56,rev1_ebe6e733aa9895f98b5201b6a0d06889c1034b446a2f0b79cdaf4461064d0a4f
OK,Arcade modal confirmation label.,OK,translated,Correct French spelling is identical; game title and information symbol are invariant.,,tx1_5sqxbva47n6am73a3cgeu5q4ym,row1_pdgg54s677h25atoh2sbhx44lm,message,,src/menu/arcade_modal.rs:41:23,rev1_a5df07b864d366e2004e0f71a3cf0d1ab07be417e828b2beae579e48377f2f54
Dialog,Scrollable dialog content.,Boîte de dialogue,translated,,,tx1_j7ivmajva7qex3heqohg52tmbi,row1_ihdoqr6bqdt4tq2ueuz4u5brim,message,,src/menu/arcade_modal.rs:286:32,rev1_d41ba2403edabf3766b9987ef8f8423bfdbfacda3c1f8553429f6578b4b9b96c
Erase Saved Data,Saved-data action row label.,Effacer les données,translated,,,tx1_jzmyhrxelxgma4l5x5fnflyyua,row1_oikcqpxjxu6uf7zoon4lusranu,message,,src/menu/erase_control.rs:36:49,rev1_e27b396b46704959f36c0342a616aa1365e160f3dd577e7aa17f222de5e54593
ERASE,Chess interface label.,EFFACER,translated,,,tx1_dlqufy33xoe3akfwlg5ozbzsoe,row1_xxisrni6vn6tft64c3ku6tuzhe,message,,src/menu/erase_control.rs:62:31,rev1_84c3a51b4f50e3afcc264c487affc9a6bb91a171282e3afd32ea7124ae4038d0
Erase Saved Data?,Saved-data confirmation title.,Effacer les données ?,translated,,,tx1_bwmbbfjuw3pwpdizyku6446pie,row1_jx7t3aza7z5jzoqwd6ajmzsql4,message,,src/menu/erase_dialog.rs:53:14,rev1_fab9da06a629ff4c3bcd7e7fe18d915c305d19711b391581dd5bd8cba887ea13
Erasing…,Pending saved-progress deletion.,Effacement…,translated,,,tx1_a4ivbwjistbgesxyvznte2x4wu,row1_joyczkfwiz5lmwyffd4rj6khmi,message,,src/menu/erase_dialog.rs:56:33,rev1_df34243db7444f8dbd8504fd4147249f5b4bef5060f633eda5428b06551ff526
Retry,Retry the failed storage operation.,Réessayer,translated,,,tx1_ynzbw7jzm3ur7rvfmn4umtwyda,row1_pf4g7oromk7kx2zwagouwbwveu,message,Réessayer,src/menu/erase_dialog.rs:57:32; src/settings/save_status.rs:50:25,rev1_01b14508128a52eadfcea6ed33db395ff9b2680ff45520e9a037418a5edaa87f
Erase,Saved-data confirmation action.,Effacer,translated,,,tx1_ng3mnzhy4ueqdvox4nahzwj4gu,row1_vqhifgwlnfe5yfoqtrcthhzehu,message,,src/menu/erase_dialog.rs:58:14,rev1_d630c5cec526de0e1f4bb3e969ab5e295b45387e0665a648c07a47dcac46710f
Cancel,Cancel the current dialog.,Annuler,translated,,,tx1_b6nmpnplxlgf5abzln7v22hz4u,row1_unhphnyuu2kuimkjgmlmq2qcoi,message,Annuler,src/menu/erase_dialog.rs:60:21; src/menu/input_capture_dialog.rs:149:23,rev1_357d6193f09da35406f7ca1ac0392f5135de681f9f9db5ef9fc78d445077c612
Erasing saved game progress…,Progress deletion awaiting durable storage acknowledgement.,Effacement de la partie sauvegardée…,translated,,,tx1_76p56rq7l2wbzum6lz73rrw3ji,row1_5ds6lc7qvag2e7o7gukbwjt7ae,message,,src/menu/erase_dialog.rs:73:29,rev1_664251111a082018c414f4bcf3a2940ef68bdb5e33ab97552b6315e1e9c24936
Saved game progress could not be erased. Your game is still available. Retry or cancel.,Recoverable saved-progress deletion failure.,La partie sauvegardée n’a pas pu être effacée. Elle reste disponible. Réessayez ou annulez.,translated,,,tx1_67537uhw7ksvmkurnog3dvtszq,row1_nkmye4j5sdsmanmym3yy5dgci4,message,,src/menu/erase_dialog.rs:77:28,rev1_fb7016b862f0a7075727d56bb1d2edeac30a7622f7752010a3ba74fce97310b9
Saved game progress will be permanently erased. Your preferences and input bindings will be kept. This cannot be undone.,Saved-progress confirmation warning; preferences are preserved.,La partie sauvegardée sera définitivement effacée. Vos préférences et raccourcis seront conservés. Cette action est irréversible.,translated,,,tx1_diokxyjchuwhxshlaxiaxnzbne,row1_msls6cjuyjajtzvmya3u72zp4i,message,,src/menu/erase_dialog.rs:81:10,rev1_bc8042b31530b3411b863383011ededd7d6399b52ce2fa4be7f1f0007c834eaa
Resolution,Graphics resolution setting label.,Résolution,translated,,,tx1_bianqqqp3rpk5g7f53e54h4cmq,row1_hak7kbb25evti72hyewdtntsum,message,,src/menu/graphics_settings.rs:43:53,rev1_4cc998b293a327481da827bc5ba4e716234b63df343228dd79c858edbfbf5114
Max Framerate,Graphics frame-rate setting label.,Fréquence maximale,translated,,,tx1_on4xgd5knitpost25qnn5unwka,row1_jb6bfemc5uycvpld5cukfkulfe,message,,src/menu/graphics_settings.rs:58:53,rev1_658e00bccb738487b31f25a53eebb3dd250c136f7e0f152377d13ffe870b7c41
Display Mode,Graphics display-mode setting label.,Mode d’affichage,translated,,,tx1_svm2a5pwn3dbwdnwper56dwzmm,row1_lbcpwkyjekxh2vz7embr7aqiwe,message,,src/menu/graphics_settings.rs:72:53,rev1_3bec8c588f46e472cb8527d9ddb206bbeb9342d15087d1fffc95d906b9e27342
Screenshake,Graphics screenshake setting label.,Secousses de l’écran,translated,,,tx1_revil47cendyovjevmauucfcdm,row1_pzcn6yzzctrhd3i7ezjdqhql6a,message,,src/menu/graphics_settings.rs:86:53,rev1_ad45aedb26e75de632fdb486f8138a40749e8525d152ed85e6344523cfbca640
VSync,Graphics vertical-sync setting label.,Synchro verticale,translated,,,tx1_oxept7izt2pgl4nskbrut6tnwi,row1_mngojxf3jnv7iz2kaulhx4t4la,message,,src/menu/graphics_settings.rs:93:53,rev1_754086e1f23be02d83a3873adaf464e1b978a7acfa892996122b706f0c9b9b34
Current display,Current display resolution fallback.,Écran actuel,translated,,,tx1_ippczke57pkky2tdjprbrqpcem,row1_2nr7zhcqk6gtlwgn5ic6ps43da,message,,src/menu/graphics_settings.rs:105:5,rev1_6df7c21633c41b743f8ac160dcaa8d9ef8fb760719367a4cd3a0a5c78fcd9ccf
{rate} FPS,Frame rate in frames per second.,{rate} IPS,translated,,rate,tx1_haivwczzx3jk5wlti7phudtezq,row1_h5pklaxzlqfkophk3r5ula6x2y,message,,src/menu/graphics_settings.rs:116:3,rev1_42387398102fa03aa4a85f719dee0fbc5b0f857344256ca05c0f9db511506e03
Borderless,Borderless display mode.,Sans cadre,translated,,,tx1_xdt34j4pv6hw2hgs2qsz7smvse,row1_oneg6sqxqhy3u4oqgsrkmizi7a,message,,src/menu/graphics_settings.rs:125:21,rev1_7511e5d38cb8dc29f003a9e6e4455671a8eb58cda90bd517d8374e8a4934cbcb
Fullscreen,Exclusive fullscreen display mode.,Plein écran,translated,,,tx1_obhxrglnvos7shcgtzxd4iajvm,row1_3cp6mnefdztbfj6tih4fkz4gb4,message,,src/menu/graphics_settings.rs:126:21,rev1_1dcea31b01d28efd615c9c40451975966542ec26c0a809a9e3b5f267dbfd7194
Windowed,Windowed display mode.,Fenêtre,translated,,,tx1_izz6eseql34wvdsptrqk62cffq,row1_btfwczpctle5pu4k6wkkkxa3xm,message,,src/menu/graphics_settings.rs:127:19,rev1_2f095f1f41312f763c68e8838c10f8862dbd86600d0266c547b479e30cb5ce95
Change Shortcut,Keyboard shortcut dialog title.,Modifier le raccourci,translated,,,tx1_r2x4cbzz4z52sysnzvfdn3x3wq,row1_2jfqdv462b6cryqrzxaxwnb56u,message,,src/menu/input_capture_dialog.rs:88:16,rev1_7a0a2c22937f6afddc65ade38aa4211f3ba2cba94ab600624d402bbcd2283a1f
Press a key for {action},Keyboard capture prompt.,Appuyez sur une touche pour « {action} »,translated,,action,tx1_guahze67qjdcwmn7zsvhcab6xe,row1_l4swomfsuqvzubaockn7q7iw7i,message,Appuyez sur une touche pour « {action} »,src/menu/input_capture_dialog.rs:99:49,rev1_0a47de875a2eda3c8d44404ba066596ff4c7c1b13d1e821de82ec7947bc4cfde
Press a controller button for {action},Controller capture prompt.,Appuyez sur un bouton de manette pour « {action} »,translated,,action,tx1_akbovwwaksa3labtxv4farcqqy,row1_wgs2f7mhzod3vrfn3ea5bssq5u,message,,src/menu/input_capture_dialog.rs:104:51,rev1_3642b265a07733c23abe5c8150dd183be0d5785f769ecbd745b76a61d7cf6a5d
Waiting for keyboard input,Keyboard shortcut capture status.,En attente d’une touche,translated,,,tx1_pyjldsr6eqok576azalagwz3mm,row1_sqpesehj3iyg65g4a26bqrp46e,message,,src/menu/input_capture_dialog.rs:119:55,rev1_78e763b9df56f953f20cb09b6781ff182a710d1142982c9b852353c9864ccb83
Waiting for controller input,Controller shortcut capture status.,En attente d’une commande de manette,translated,,,tx1_ddqnvzlqbi4gzlj7fm6vrnd4su,row1_oxixttxahqxeucz4vgmdggwvvi,message,,src/menu/input_capture_dialog.rs:123:57,rev1_4074034570e7046f00b0d5cd3d83d998016b337fe24167d2adea27c2f76eeedd
Reset,Reset keyboard shortcut action.,Réinitialiser,translated,,,tx1_357w3zgz3xacrgu6yinlpkfjku,row1_cuiujxo5g7ioeztvj4p5jujqby,message,,src/menu/input_capture_dialog.rs:148:24,rev1_794a5863fcb68ff52bdda72e8e319c356c56746833d98d459abc2d3cca3760b2
Escape is reserved for Pause,Reserved keyboard shortcut error.,Échap est réservée à la pause,translated,,,tx1_s27maxnsjxvedvcy6vlewcswtu,row1_3jcnkwup6oa3ea6smfiiivi25e,message,,src/menu/input_capture_dialog.rs:218:20,rev1_c6c8dbbe8c272bd647d3b638be5749f511daa67ff4824b52670c7f779b13d502
Choose a button or D-pad direction,Unsupported controller binding error.,Choisissez un bouton ou une direction de la croix directionnelle,translated,,,tx1_4bwijrqlwmk4c23f6aob5mo3jy,row1_lywdlk6apdajoci4eoylswkada,message,,src/menu/input_capture_dialog.rs:230:9,rev1_e27903b5c679df6f77c51974564d240f7aa25c3845a07d9e8d0a143ad3278e40
Already used by {action},Duplicate shortcut error.,Déjà utilisée pour « {action} »,translated,,action,tx1_j5jem7v76vtrztyk7egqf5kqxe,row1_47243ymz6v5m5ean6fw4hcwona,message,,src/menu/input_capture_dialog.rs:271:9,rev1_83a45a6a84ff545bb4cb774fb07126aad8c373f5c7a7347f3b81de89937dbfbd
{action} assigned to {key},Accepted keyboard shortcut announcement.,« {action} » affectée à {key},translated,,action; key,tx1_3zubkhhh67tpeuyaibnzd73vf4,row1_einvdnihmhl7oosczncqnehpha,message,,src/menu/input_capture_dialog.rs:282:17,rev1_bc477ed396a8d99f8f81484966f0ac2c1d26a20ccfc38e2d3cff87221454d65d
Left,Gameplay binding action.,Gauche,translated,,,tx1_tbwmyx3o7zer4xdl5eanluqg6q,row1_vqv32i244adzig6xkjbasao7fm,message,,src/menu/input_labels.rs:9:10,rev1_76e2b3a99d2f26fd95b3449c0cf8ee7cff5d36439da004fb6ea83c51d775fcc0
Right,Gameplay binding action.,Droite,translated,,,tx1_33hcrzggt4wqbx72mos6fuu2ma,row1_pf3exzmws7owogkuboz5k5rqza,message,,src/menu/input_labels.rs:10:10,rev1_bc775ebf2a113219d126f4c7c9d83cc1d787b2dca9f82d3a87a12a12a362cdfb
Up,Gameplay binding action.,Haut,translated,,,tx1_w5rkwuscxwdgzopcodpefyhgqy,row1_3aq3ahecgotpmsyjudciwj5cla,message,,src/menu/input_labels.rs:11:10,rev1_7e9dc41236879fec3db6c0bf13b19e6a6acd7d2cf9c33e95ab65a59edb27331d
Down,Gameplay binding action.,Bas,translated,,,tx1_npvhg7w45zyn55nbi2recibcly,row1_5vxgsx3dnp6n5bwmt55getogna,message,,src/menu/input_labels.rs:12:10,rev1_359aa3f2c5d1bc36b0e45b66faac55d90119a588520828a770ce8b84d539846b
Move Piece,Gameplay binding action.,Déplacer la pièce,translated,,,tx1_nzbov3bf3dygi2q5x27vhg3tfu,row1_wwdmfh7mtbmpjlmgumiwtakhsm,message,,src/menu/input_labels.rs:13:10,rev1_063ad439eadb2e208f8a76209b07a1d6b4c87a5d4509edb0496e27ca0f8755f8
Pause,Gameplay binding action.,Pause,translated,Correct French spelling is identical; game title and information symbol are invariant.,,tx1_y775v2nldmyltemmsma3tceiei,row1_e74dmize5gblsd2f2wbt5qbxpu,message,,src/menu/input_labels.rs:14:10,rev1_f071b877ec203471bbe2ddb58a7713bf5990c762ce567503eef03b6f267d1547
Restart,Gameplay binding action.,Recommencer,translated,,,tx1_uqrtmeqjg7svjxeqazrbogzdzi,row1_j33jtaaukcym4kkaelaywsyuoi,message,,src/menu/input_labels.rs:15:10,rev1_bd657b99ef58c35526ecf67c9c213dd0d4079229d1f40b4bd8214916a9230b46
D-pad left,Controller binding name.,Croix directionnelle gauche,translated,,,tx1_qzvx4tz4txinyxqh3kcrbl7pxu,row1_styikt6zm6c72c74dutmm7c5iq,message,,src/menu/input_labels.rs:22:36,rev1_1e2c0e435bbc637c72e8e25d3bf07f786abc9c5866136c500c2368ba841bb45d
D-pad right,Controller binding name.,Croix directionnelle droite,translated,,,tx1_un22f7ax2lss2tqxtpfyr3uxri,row1_px3qr3226r33fjc74eps3ofe3m,message,,src/menu/input_labels.rs:23:37,rev1_00db9e303a00e4e0c1850dc3abb8453cc913a665ab8d25d492ce31f336d2ddef
D-pad up,Controller binding name.,Croix directionnelle haut,translated,,,tx1_ptwth2azr5yae2cg4ifpd324xe,row1_tobe5vdom6vjweulna347th5bm,message,,src/menu/input_labels.rs:24:34,rev1_fc47e7479be40fb732407b7d427ed776226be0ec3624bb5727b8ee7e1a93cbbd
D-pad down,Controller binding name.,Croix directionnelle bas,translated,,,tx1_k6o3r3lgn3ctjz47o6yrrjtkmy,row1_x4aiat46ofpyy5zmtpsdcl2gl4,message,,src/menu/input_labels.rs:25:36,rev1_6dca2457bdf872ddd4958c5969d7915663d9bda4dee099ec6d5897cd96e53896
menu,Controller binding name.,menu,translated,Correct French spelling is identical; game title and information symbol are invariant.,,tx1_pjjo5jwwuomttku247xzldafga,row1_36scoxld2oi4w2e27ahkarkusm,message,,src/menu/input_labels.rs:31:33,rev1_c8da860e1f691dba2b0b127bd987d0797183017285a9ceaa9d970b0dfd668b5b
View,Controller binding name.,Affichage,translated,,,tx1_dghoqmoq6hjzdcncy3s2eyue2i,row1_o4ovx3abhp5a55vaju7c3lb42y,message,,src/menu/input_labels.rs:32:34,rev1_6d237e58f57b0ce9f3f325a4104d9c2fa50672afe0c4492658334bdc95a9d51f
Esc,Keyboard key name.,Échap,translated,,,tx1_yrb2wdzwrxzfkg6htbt2cfeiqa,row1_hgur7oopc5a2x7syfcie2q4xem,message,,src/menu/input_labels.rs:38:28,rev1_0330f1197b4c4636a95eb227114dab166a65fa0055c21af45ebdba4a4d032f24
Space,Keyboard key name.,Espace,translated,,,tx1_ehfsdoei2zbsk7pvp6ppp2yrzy,row1_jar6m6cnmqf2btuixxjn3o7tsa,message,,src/menu/input_labels.rs:39:27,rev1_a73e6b984ea91315573cfbedfe87bab98733f3ff3dce2a8687c7d29ae900a0df
Left arrow,Keyboard key name.,Flèche gauche,translated,,,tx1_tan5gz3p72fydkdsv7omlwh7km,row1_7g4a75olhaowygyc7x4diuwkle,message,,src/menu/input_labels.rs:40:31,rev1_3590da985233f7b6c938b59f4d33cbeb09ab57e486e7d168a559d12c2f4f8bde
Right arrow,Keyboard key name.,Flèche droite,translated,,,tx1_jwnsax46cfnxubzfmuqyak5h24,row1_erxtj6aorviswqokttrwvsd5wa,message,,src/menu/input_labels.rs:41:32,rev1_a0f2e6cafa43bae649a7e22c8efe73bc5491214a6ef5d4d6c8c092efd7b7693a
Up arrow,Keyboard key name.,Flèche haut,translated,,,tx1_xvzsqad55dsuovowxb2nkyamze,row1_l6dq3zhqtlbdjgnnvxyvdnhbe4,message,,src/menu/input_labels.rs:42:29,rev1_321c3b27da461a459ba2b4ec9e633299c6a4ae108e1e366702ab15a108873f09
Down arrow,Keyboard key name.,Flèche bas,translated,,,tx1_tejgrlrf2hfyaqofrjjcliz5pm,row1_c2gje5cmxzeyuilc3z4okdeeoy,message,,src/menu/input_labels.rs:43:31,rev1_1210e834fb5f48b683d1957b61d82713a5d1248a1a323fce41f30e295fde7da0
Enter,Keyboard key name.,Entrée,translated,,,tx1_4f4gwurnphyyoqrrvr5zn7oa5m,row1_zzdaso3qqhu6q6nwfiacrtgl24,message,,src/menu/input_labels.rs:44:27,rev1_cd1ef668fd0057b0bd84c4e71520763bbd88850c6b0d53e9420d4929e536abf2
Backspace,Keyboard key name.,Retour arrière,translated,,,tx1_plwyzkag3mykrjdttjh3y2wc44,row1_jozsgwlubi7x7tikbkct437lce,message,,src/menu/input_labels.rs:45:31,rev1_79592bd79f6e63664970dd28b956a4f213952fb87eac3479a8a5232b2a33f03e
Tab,Keyboard key name.,Tabulation,translated,,,tx1_nxhesr6sxvmhp3li7usuirjjg4,row1_ytxlortxjw7oliqof5iefey2wa,message,,src/menu/input_labels.rs:46:25,rev1_342758e0ce3b9f416858c41efb91e6045b388d10a42986a4989ebbb92e6e4ad9
Delete,Keyboard key name.,Suppr,translated,,,tx1_bwhsmh6adrmnxpghgthky3bi6u,row1_6k246cn5xo26eeizf2azjj3emy,message,,src/menu/input_labels.rs:47:28,rev1_c5a6a9b96ed789422b9d92962ae0cd0c509056803a0b0f7dc789e3272fda3d1f
Insert,Keyboard key name.,Inser,translated,,,tx1_uforv7nqeveiplnmodlomce5ru,row1_xd727ahmpcwefo2yiqz7grqsd4,message,,src/menu/input_labels.rs:48:28,rev1_9e13507b8a1e3da42c000f252109ea380259ee7caf8f59ad7b86c08270cccf06
Home,Keyboard key name.,Début,translated,,,tx1_khnbxivtdreoh3e5raooh4zxby,row1_eukeqqdsqaoc7ujmexw43e3gxu,message,,src/menu/input_labels.rs:49:26,rev1_e71b81a3c2a73e3a6e6aefef2ab46cc986c6e1cabe85f9daf43737bd6f014df3
End,Keyboard key name.,Fin,translated,,,tx1_jgwogjuljhkgnca3z45h3h33bm,row1_xendf3vbo6dxzy4wkfxs6ijily,message,,src/menu/input_labels.rs:50:25,rev1_a8f47aba53ef1b68a59c43e5fd1dac5b9587988882ac22251eb91af1d19c570a
Page up,Keyboard key name.,Page précédente,translated,,,tx1_3getbg7c5z45mzeozxt2oosyti,row1_izjhwkkxuq7r4l66tzwbdesn3q,message,,src/menu/input_labels.rs:51:28,rev1_7e8e6aaa0a7c1cca63ab78e105eea1d623a538c74a12b3583b3cef267877f31b
Page down,Keyboard key name.,Page suivante,translated,,,tx1_grrjobu6yfjwedscggtmqsp3cm,row1_xxrr2sk3l2dje5n2wacdscdcom,message,,src/menu/input_labels.rs:52:30,rev1_81f4f61d0d57c91d8ec7202561e876790c154f134561c9b3bc22f2a1569a81a6
Caps Lock,Keyboard key name.,Verr. maj.,translated,,,tx1_gxkhonl6zsodgdwmcjdemcgz54,row1_2ilfo7vf6n6db6pofrsfihczpm,message,,src/menu/input_labels.rs:64:30,rev1_5958cca93946d6a93280ed1e38ca99be74897e04ed88ec01075b470f531911ce
Context menu,Keyboard key name.,Menu contextuel,translated,,,tx1_3rqxektepr2pt2wvm7o37pzpwm,row1_kifne4rj6fev7fnmoxrufo3vai,message,,src/menu/input_labels.rs:65:33,rev1_5928dc761cdbd1de125b041adb436183fca026a245ee836957461bacaff25c2d
Print Screen,Keyboard key name.,Impr. écran,translated,,,tx1_rm7ui5wsapnjgjk6homzdxyzxy,row1_qiigxtwbhryi2pm526sy4ujidy,message,,src/menu/input_labels.rs:66:33,rev1_d5c9adeb673f735461fadfc0f508c7fc66fc09f12d0ae4f1f056cbc22028f7ad
Scroll Lock,Keyboard key name.,Arrêt défil.,translated,,,tx1_bgzf3t56ybyaz4yc4tkvtrzamq,row1_64m47ijg7rugjtpmzhovj6p5my,message,,src/menu/input_labels.rs:67:32,rev1_d4f131faf99082472912853db254c691b0772bff5591ec939c7d802576444291
Pause key,Keyboard key name.,Pause,translated,,,tx1_lf7agvkq2bkhdnjnrnj4xoueyy,row1_w56pxna7xzbvwq4ggrbxtjkmyu,message,,src/menu/input_labels.rs:68:27,rev1_a3727fc85552f7a3c88e70451da898a9719f050089806c10155238eed23e04aa
Num Lock,Keyboard key name.,Verr. num.,translated,,,tx1_qldjd5vh7xokjdcvy5a7ngrasy,row1_4ip3pzhyx6pyob4efxpmoexxku,message,,src/menu/input_labels.rs:69:29,rev1_7c198a0889531d7b929edc2653e9fc5ceb11c89cb7d09328dac368bcd6b7cd0e
